IngredientID,IngredientCategoryID,IngredientName,SpeciesID,IngredientCutID,PlantID,PlantVarietyID
1766,22,Yellowfoot Mushroom,,,27,1321
1767,22,Chestnut Mushroom,,,27,1322
1768,22,White Elf Mushroom,,,27,1323
1769,22,Bluefoot Mushroom,,,27,1324
1770,22,King Bolete,,,27,1326
1771,7,Green Cabbage,,,28,1327
1772,7,Red Cabbage,,,28,1328
1773,7,Savoy Cabbage,,,28,1329
1774,7,Napa Cabbage,,,28,1330
1775,7,Bok Choy,,,28,1331
1776,7,Choy Sum,,,28,1332
1777,7,January King Cabbage,,,28,1333
1778,7,Conehead Cabbage,,,28,1334
1779,7,Tuscan Cabbage (Cavolo Nero),,,28,1335
1780,7,Tatsoi,,,28,1336
1781,7,Kalibos,,,28,1337
1783,7,Walking Stick Cabbage,,,28,1339
1784,7,Jersey Wakefield,,,28,1340
1785,7,Parel Cabbage,,,28,1341
1786,7,Caraflex Cabbage,,,28,1342
1787,7,Pixie Cabbage,,,28,1343
1788,7,Chinese Flat Cabbage,,,28,1344
1789,7,Danish Ballhead,,,28,1345
1790,7,Golden Acre Cabbage,,,28,1346
1791,7,Early Jersey Wakefield,,,28,1347
1792,7,Red Drumhead Cabbage,,,28,1348
1793,7,Megaton Cabbage,,,28,1349
1794,7,Miniature Cabbage,,,28,1350
1795,7,Ruby Perfection Cabbage,,,28,1351
1796,7,Savoy King Cabbage,,,28,1352
1797,7,Alcosa Savoy Cabbage,,,28,1353
1798,7,Red Express Cabbage,,,28,1354
1799,7,Vertus Savoy Cabbage,,,28,1355
1800,7,Mammoth Red Rock,,,28,1355
1801,7,Super Red 80,,,28,1357
1802,7,Red Jewel,,,28,1358
1803,7,Os Cross Cabbage,,,28,1359
1804,7,Cherry Belle Radish,,,31,1360
1805,7,French Breakfast Radish,,,31,1361
1806,7,Daikon Radish,,,31,1362
1807,7,Watermelon Radish,,,31,1363
1808,7,Black Spanish Radish,,,31,1364
1809,7,Easter Egg Radish,,,31,1365
1810,7,White Icicle Radish,,,31,1366
1811,7,Sakurajima Radish,,,31,1367
1812,7,Munchego Radish,,,31,1368
1813,7,Purple Plum Radish,,,31,1369
1814,7,Saxa II Radish,,,31,1370
1815,7,German Giant Radish,,,31,1371
1816,7,Red King Radish,,,31,1372
1817,7,Helios Radish,,,31,1373
1818,7,Helios Radish,,,31,1374
1819,7,Rat-Tailed Radish,,,31,1375
1820,7,China Rose Radish,,,31,1376
1821,7,Miyashige White Radish,,,31,1377
1822,7,Sparkler Radish,,,31,1378
1823,7,Crimson Giant Radish,,,31,1379
1824,7,Fire and Ice Radish,,,31,1380
1825,7,Minowase Radish,,,31,1381
1826,7,Lady Slipper Radish,,,31,1382
1827,7,April Cross Radish,,,31,1383
1828,7,Long Scarlet Radish,,,31,1384
1829,7,Cincinnati Market Radish,,,31,1385
1830,7,Pink Beauty Radish,,,31,1386
1831,7,Dragon Radish,,,31,1387
1832,7,Chinese Green Radish,,,31,1388
1833,26,Sugar Baby Watermelon,,,32,1392
1834,26,Crimson Sweet Watermelon,,,32,1393
1835,26,Charleston Gray Watermelon,,,32,1394
1836,26,Jubilee Watermelon,,,32,1395
1837,26,Yellow Crimson Watermelon,,,32,1396
1838,26,Moon and Stars Watermelon,,,32,1397
1839,26,Black Diamond Watermelon,,,32,1398
1840,26,Golden Midget Watermelon,,,32,1399
1841,26,Orangeglo Watermelon,,,32,1400
1842,26,Tom Watson Watermelon,,,32,1401
1843,26,Yellow Doll Watermelon,,,32,1402
1844,26,Tendersweet Orange Watermelon,,,32,1403
1845,26,Sweet Princess Watermelon,,,32,1404
1846,26,Klondike Blue Ribbon Watermelon,,,32,1405
1847,26,Cream of Saskatchewan Watermelon,,,32,1406
1848,26,Desert King Watermelon,,,32,1407
1849,26,Dixie Queen Watermelon,,,32,1408
1850,26,Mickylee Watermelon,,,32,1409
1851,26,Georgia Rattlesnake Watermelon,,,32,1410
1852,26,Allsweet Watermelon,,,32,1411
1853,26,Blacktail Mountain Watermelon,,,32,1412
1854,26,Bush Sugar Baby Watermelon,,,32,1413
1855,26,Golden Honey Watermelon,,,32,1414
1856,26,Mountain Sweet Yellow Watermelon,,,32,1415
1857,26,Peacock Watermelon,,,32,1416
1858,26,Raspberry Watermelon,,,32,1417
1859,26,Triple Sweet Watermelon,,,32,1418
1860,26,Congo Watermelon,,,32,1419
1861,26,Calsweet Watermelon,,,32,1420
1862,26,Zucchino Watermelon,,,32,1421
1863,26,Starlight Watermelon,,,32,1422
1864,26,Janosik Watermelon,,,32,1423
1865,26,Legacy Watermelon,,,32,1424
1866,26,Scarlet Rose Watermelon,,,32,1425
1867,26,Picnic Watermelon,,,32,1426
1868,26,Vanilla Cream Watermelon,,,32,1427
1869,26,Sunshine Yellow Watermelon,,,32,1428
1870,26,Shiny Boy Watermelon,,,32,1429
1871,26,King of Hearts Watermelon,,,32,1430
1872,26,Harmony Watermelon,,,32,1431
1873,26,Queen of Hearts Watermelon,,,32,1432
1874,26,Amarillo Watermelon,,,32,1433
1875,26,Lunabelle Watermelon,,,32,1434
1876,8,Albion,,,33,1435
1877,8,Camarosa,,,33,1436
1878,8,Chandler,,,33,1437
1879,8,Seascape,,,33,1438
1880,8,Honeoye,,,33,1439
1881,8,Allstar,,,33,1440
1882,8,Ozark Beauty,,,33,1441
1883,8,Tristar,,,33,1442
1884,8,Jewel,,,33,1443
1885,8,Fort Laramie,,,33,1444
1886,8,Earliglow,,,33,1445
1887,8,Festival,,,33,1446
1888,8,Mara des Bois,,,33,1447
1889,8,Sweet Charlie,,,33,1448
1890,8,Sparkle,,,33,1449
1891,8,Quinault,,,33,1450
1892,8,Sequoia,,,33,1451
1893,8,Monterey,,,33,1452
1894,8,Charlotte,,,33,1453
1895,8,Elan,,,33,1454
1896,8,Gaviota,,,33,1455
1897,8,Portola,,,33,1456
1898,8,Fresca,,,33,1457
1899,8,Fragaria Vesca (Wild Strawberry),,,33,1458
1900,8,Rügen,,,33,1459
1901,8,Temptation,,,33,1460
1902,8,Malwina,,,33,1461
1903,8,Sonata,,,33,1462
1904,8,Gariguette,,,33,1463
1905,8,Roxana,,,33,1464
1906,8,Marshmello,,,33,1465
1907,8,Vibrant,,,33,1466
1908,8,Elsanta,,,33,1467
1909,8,Korona,,,33,1468
1910,8,Maxim,,,33,1469
1911,8,Aromas,,,33,1470
1912,8,Florence,,,33,1471
1913,8,Senga Sengana,,,33,1472
1914,8,Toscana,,,33,1473
1915,8,Red Gauntlet,,,33,1474
1916,8,Duke,,,34,1475
1917,8,Bluecrop,,,34,1476
1918,8,Patriot,,,34,1477
1919,8,Legacy,,,34,1478
1920,8,Jersey,,,34,1479
1921,8,Elliott,,,34,1480
1922,8,Northland,,,34,1481
1923,8,Rubel,,,34,1482
1924,8,Blueray,,,34,1483
1925,8,Spartan,,,34,1484
1926,8,Aurora,,,34,1485
1927,8,Brigitta,,,34,1486
1928,8,Chandler,,,34,1487
1929,8,Sunshine Blue,,,34,1488
1930,8,Misty,,,34,1489
1931,8,ONeal,,,34,1490
1932,8,Emerald,,,34,1491
1933,8,Jewel,,,34,1492
1934,8,Sharpblue,,,34,1493
1935,8,Star,,,34,1494
1936,8,Biloxi,,,34,1495
1937,8,Powderblue,,,34,1496
1938,8,Brightwell,,,34,1497
1939,8,Tifblue,,,34,1498
1940,8,Climax,,,34,1499
1941,8,Premier,,,34,1500
1942,8,Garden Blue,,,34,1501
1943,8,Woodard,,,34,1502
1944,8,Briteblue,,,34,1503
1945,8,Pink Lemonade,,,34,1504
1946,8,Tophat,,,34,1505
1947,8,Sunset Blue,,,34,1506
1948,8,Darrow,,,34,1507
1949,8,Bluejay,,,34,1508
1950,8,Pink Champagne,,,34,1509
1951,8,Little Giant,,,34,1510
1952,8,Reka,,,34,1511
1953,8,Patty,,,34,1512
1954,8,Herbert,,,34,1513
1955,8,Bluegold,,,34,1514
1956,8,Nelson,,,34,1515
1957,8,Puru,,,34,1516
1958,8,Polaris,,,34,1517
1959,12,Hass (Most Common),,,35,1518
1960,12,Fuerte,,,35,1519
1961,12,Bacon,,,35,1520
1962,12,Zutano,,,35,1521
1963,12,Pinkerton,,,35,1522
1964,12,Reed,,,35,1523
1965,12,Gwen,,,35,1524
1966,12,Lamb Hass,,,35,1525
1967,12,Sharwil,,,35,1526
1968,12,Choquette,,,35,1527
1969,12,Mexicola,,,35,1528
1970,12,Wurtz,,,35,1529
1971,12,Holiday,,,35,1530
1972,12,Stewart,,,35,1531
1973,12,Ettinger,,,35,1532
1974,12,Sir Prize,,,35,1533
1975,12,Nabal,,,35,1534
1976,12,MacArthur,,,35,1535
1977,12,Brooks,,,35,1536
1978,12,Ardith,,,35,1537
1979,12,Murrieta Green,,,35,1538
1980,12,GEM,,,35,1539
1981,12,Walter Hole,,,35,1540
1982,12,Lula,,,35,1541
1983,12,Monroe,,,35,1542
1984,12,Donnie,,,35,1543
1985,12,Kahaluu,,,35,1544
1986,12,Hall,,,35,1545
1987,12,Yamagata,,,35,1546
1988,12,Fuerte Special,,,35,1547
1989,12,Malama,,,35,1548
1990,12,Day,,,35,1549
1991,12,Winter Mexican,,,35,1550
1993,12,Linda,,,35,1551
1995,12,Ganter,,,35,1552
1996,12,Simmonds,,,35,1553
1997,12,Beardslee,,,35,1554
1998,12,Wilma,,,35,1555
1999,12,Tonnage,,,35,1556
2000,23,Grain Sorghum,,,36,1557
2001,23,Sweet Sorghum,,,36,1558
2002,23,Forage Sorghum,,,36,1559
2003,23,Sorghum-Sudan Grass Hybrid,,,36,1560
2004,23,Brown Midrib Sorghum,,,36,1561
2005,23,Photoperiod-Sensitive Sorghum,,,36,1562
2006,23,White Sorghum,,,36,1563
2007,23,Red Sorghum,,,36,1564
2008,23,Black Sorghum,,,36,1565
2009,23,Waxy Sorghum,,,36,1566
2010,23,High-Tannin Sorghum,,,36,1567
2011,23,Dual-Purpose Sorghum,,,36,1568
2012,23,Pop Sorghum,,,36,1569
2013,23,Drought-Tolerant Sorghum,,,36,1570
2014,23,Nutraceutical Sorghum,,,36,1571
2015,23,Bicolor Sorghum,,,36,1572
2016,23,Low-Tannin Sorghum,,,36,1573
2017,23,Purdue Sorghum,,,36,1574
2018,23,Milo,,,36,1575
2019,23,Sudangrass,,,36,1576
2020,23,Tall Sorghum,,,36,1577
2021,23,Short-Statured Sorghum,,,36,1578
2022,23,Pearl Millet Sorghum,,,36,1579
2023,23,Sorghum Bicolor,,,36,1580
2024,23,Shallu,,,36,1581
2025,23,Feterita,,,36,1582
2026,23,Kaoliang,,,36,1583
2027,23,Hegari,,,36,1584
2028,23,Kafir,,,36,1585
2029,23,Jowar,,,36,1586
2030,23,Dekalb Sorghum,,,36,1587
2031,23,Sorghum halepense (Johnsongrass),,,36,1588
2032,23,Sugargraze,,,36,1589
2033,23,Tifleaf 3,,,36,1590
2034,23,M81-E,,,36,1591
2035,23,Maceray,,,36,1592
2036,23,Atlas,,,36,1593
2038,23,Della,,,36,1594
2039,23,Herold,,,36,1596
2040,23,Nandyal,,,36,1597
2041,23,CSV15,,,36,1598
2042,23,SPV462,,,36,1599
2043,23,SV2,,,36,1600
2044,23,Chari,,,36,1601
2045,23,M35-1,,,36,1602
2046,23,Alyssa,,,36,1603
2047,12,Two-Row Barley,,,35,1604
2048,12,Six-Row Barley,,,35,1605
2049,12,Hulless Barley,,,35,1606
2050,12,Spring Barley,,,35,1607
2051,12,Winter Barley,,,35,1608
2052,12,Malting Barley,,,35,1609
2053,12,Feed Barley,,,35,1610
2054,12,Black Barley,,,35,1611
2055,12,Naked Barley,,,35,1612
2056,12,Bere Barley,,,35,1613
2057,12,Manchurian Barley,,,35,1614
2058,12,Piroline Barley,,,35,1615
2059,12,Chevalier Barley,,,35,1616
2060,12,Maris Otter,,,35,1617
2061,12,Golden Promise,,,35,1618
2062,12,Optic Barley,,,35,1619
2063,12,Valticky Barley,,,35,1620
2064,12,Barke Barley,,,35,1621
2065,12,Hordeum Vulgare,,,35,1622
2066,12,Steptoe Barley,,,35,1623
2067,12,Brigadier Barley,,,35,1624
2068,12,Fanfare Barley,,,35,1625
2069,12,Cassata Barley,,,35,1626
2070,12,Schooner Barley,,,35,1627
2071,12,Commander Barley,,,35,1628
2072,12,Bass Barley,,,35,1629
2073,12,Scarlett Barley,,,35,1630
2074,12,Conlon Barley,,,35,1631
2075,12,Tibetan Barley,,,35,1632
2076,12,Violetta Barley,,,35,1633
2077,12,Essex Barley,,,35,1634
2078,12,Princeton Barley,,,35,1635
2079,12,Full Pint Barley,,,35,1636
2080,12,Hana Barley,,,35,1637
2081,12,Mirena Barley,,,35,1638
2082,12,Reba Barley,,,35,1639
2083,12,"	
Wintmalt Barley",,,35,1640
2084,12,Bowman Barley,,,35,1641
2085,12,Dayton Barley,,,35,1642
2086,12,Legacy Barley,,,35,1643
2087,12,Synergy Barley,,,35,1644
2088,12,Sebastian Barley,,,35,1645
2089,12,Endeavour Barley,,,35,1646
2090,12,Marthe Barley,,,35,1647
2091,12,Skiff Barley,,,35,1648
2092,12,Balder Barley,,,35,1649
2093,12,Odyssey Barley,,,35,1650
2094,12,Pixie Barley,,,35,1651
2095,12,Capuchino Barley,,,35,1652
2096,12,Astor Barley,,,35,1653
2097,23,Common Oats,,,38,1655
2098,23,Hulless Oats,,,38,1656
2099,23,Red Oats,,,38,1657
2100,23,Black Oats,,,38,1658
2101,23,Naked Oats,,,38,1659
2102,23,White Oats,,,38,1660
2103,23,Side Oats,,,38,1661
2104,23,Cayuse Oats,,,38,1662
2105,23,Everleaf Oats,,,38,1663
2106,23,Jerry Oats,,,38,1664
2107,23,Monida Oats,,,38,1665
2108,23,Vista Oats,,,38,1666
2109,23,TAMO 606 Oats,,,38,1667
2110,23,Reins Oats,,,38,1668
2111,23,Garry Oats,,,38,1669
2112,23,Norline Oats,,,38,1670
2113,23,Dane Oats,,,38,1671
2114,23,Rough Oats,,,38,1672
2115,23,Tabor Oats,,,38,1673
2116,23,Ogle Oats,,,38,1674
2117,23,Flavia Oats,,,38,1675
2118,23,Dominator Oats,,,38,1676
2119,23,Firth Oats,,,38,1677
2120,23,Coker 227 Oats,,,38,1678
2121,23,Beauregard Oats,,,38,1679
2122,23,Cavalier Oats,,,38,1680
2123,23,Buck Forage Oats,,,38,1681
2124,23,Armor Oats,,,38,1682
2125,23,Shelby 427 Oats,,,38,1683
2126,23,Buffalo Oats,,,38,1684
2127,23,Green Oats,,,38,1685
2128,23,Chilocco Oats,,,38,1686
2129,23,Fawn Oats,,,38,1687
2130,23,Kanota Oats,,,38,1688
2131,23,Kodiak Oats,,,38,1689
2132,23,Pennline Oats,,,38,1690
2133,23,Nordan Oats,,,38,1691
2134,23,Mammoth Oats,,,38,1692
2135,23,Texas Red Oats,,,38,1693
2136,23,Otana Oats,,,38,1694
2137,23,California Red Oats,,,38,1695
2138,23,Hazel Oats,,,38,1696
2139,23,TAMO 411 Oats,,,38,1697
2140,23,Sun II Oats,,,38,1698
2141,23,Caddo Oats,,,38,1699
2142,23,Fury Oats,,,38,1700
2143,23,Cosaque Black Oats,,,38,1701
2144,23,Reno Oats,,,38,1702
2145,23,Darton Oats,,,38,1703
2146,17,Peppermint,,,39,1704
2147,17,Spearmint,,,39,1705
2148,17,Chocolate Mint,,,39,1706
2150,17,Pineapple Mint,,,39,1708
2151,17,Corsican Mint,,,39,1709
2152,17,Orange Mint,,,39,1710
2153,17,Banana Mint,,,39,1711
2154,17,Mojito Mint,,,39,1712
2155,17,Ginger Mint,,,39,1713
2156,17,Watermelon Mint,,,39,1714
2157,17,Lavender Mint,,,39,1715
2158,17,Kentucky Colonel Mint,,,39,1716
2159,17,Pennyroyal Mint,,,39,1717
2160,17,Curly Mint,,,39,1718
2161,17,Basil Mint,,,39,1719
2162,17,Apple Mint,,,39,1720
2163,17,Horsemint,,,39,1721
2164,17,Egyptian Mint,,,39,1722
2165,17,Catmint,,,39,1723
2166,17,Pine Mint,,,39,1724
2167,17,Moroccan Mint,,,39,1725
2168,17,Mentha Aquatica (Water Mint),,,39,1726
2169,17,Variegated Pineapple Mint,,,39,1727
2170,17,Anise Mint,,,39,1728
2171,17,Korean Mint,,,39,1729
2172,17,Field Mint,,,39,1730
2173,17,Swiss Mint,,,39,1731
2174,17,Wild Mint,,,39,1732
2175,17,Mountain Mint,,,39,1733
2176,17,Red Raripila Mint,,,39,1734
2177,17,Fuzzy Mint,,,39,1735
2178,17,Mentha Citrata (Bergamot Mint),,,39,1736
2179,17,Lemon Mint,,,39,1737
2180,17,Japanese Mint,,,39,1738
2181,21,White Yam,,,43,1739
2182,21,Purple Yam (Ube),,,43,1740
2183,21,Yellow Yam,,,43,1741
2184,21,Chinese Yam (Nagaimo),,,43,1742
2185,21,West African Yam,,,43,1743
2186,21,Lesser Yam (Dioscorea esculenta),,,43,1744
2187,21,Water Yam (Dioscorea alata),,,43,1745
2188,21,Mountain Yam,,,43,1746
2189,21,Bush Yam,,,43,1747
2190,21,Bitter Yam (Dioscorea dumetorum),,,43,1748
2191,21,Ratalu (Indian Purple Yam),,,43,1749
2192,21,Elephant Foot Yam (Suran),,,43,1750
2193,21,Wild Yam,,,43,1751
2194,21,Air Potato (Dioscorea bulbifera),,,43,1752
2195,21,Okinawan Yam,,,43,1753
2196,21,Angola Yam,,,43,1754
2197,21,Guinea Yam,,,43,1755
2198,21,Kokoro Yam,,,43,1756
2199,21,Malaysian Yam,,,43,1757
2200,21,Trinidad Yam,,,43,1758
2201,17,Dasheen Taro,,,39,1759
2202,17,Eddoe Taro,,,39,17609
2203,17,Eddoe Taro,,,39,17609
2204,21,Dasheen Taro,,,44,1759
2205,21,Eddoe Taro,,,44,1760
2206,21,Bun Long Taro,,,44,1761
2207,21,Japanese Taro (Satoimo),,,44,1762
2208,21,Cyrtosperma Taro,,,44,1763
2209,21,Elephant Ear Taro,,,44,1764
2210,21,Lehua Maoli Taro,,,44,1765
2211,21,Piko Ula Taro,,,44,1766
2212,21,Piko Kea Taro,,,44,1767
2213,21,Thapthim Taro,,,44,1768
2214,21,Bun Taro,,,44,1769
2215,21,Malanga Taro,,,44,1770
2217,21,Chinese Pink Taro,,,44,1771
2218,21,Samoan Taro,,,44,1772
2219,21,Kalo Pa‘akai Taro,,,44,1773
2220,21,Pueo Taro,,,44,1774
2221,21,Lauloa Taro,,,44,1775
2222,21,Niuean Taro,,,44,1776
2223,21,Yellow Taro,,,44,1777
2224,21,Red Taro,,,44,1778
2225,21,White Taro,,,44,1779
2226,21,Pinanganak Taro,,,44,1780
2227,21,Waihee Purple Taro,,,44,1781
2228,21,Kahalu’u Taro,,,44,1782
2229,21,Xanthosoma Taro,,,44,1783
2230,21,Boga Taro,,,44,1784
2231,21,Giant Taro (Alocasia macrorrhizos),,,44,1785
2232,21,Peewee Taro,,,44,1786
2233,19,Garden Pea (English Pea),,,45,1787
2234,19,Snow Pea,,,45,1788
2235,19,Sugar Snap Pea,,,45,1789
2236,19,Marrowfat Pea,,,45,1790
2237,19,Petit Pois,,,45,1791
2238,19,Lincoln Pea,,,45,1792
2239,19,Alderman Pea (Tall Telephone),,,45,1793
2240,19,Wando Pea,,,45,1794
2241,19,Golden Sweet Pea,,,45,1795
2242,19,Purple Podded Pea,,,45,1796
2243,19,Blue Podded Pea,,,45,1797
2244,19,Mangetout,,,45,1798
2245,19,Rondo Pea,,,45,1799
2246,19,Green Arrow Pea,,,45,1800
2247,19,Knight Pea,,,45,1801
2248,19,Novella II Pea,,,45,1802
2249,19,Mister Big Pea,,,45,1803
2250,19,Kelvedon Wonder Pea,,,45,1804
2251,19,Early Onward Pea,,,45,1805
2252,19,Oregon Sugar Pod II,,,45,1806
2253,19,Tom Thumb Pea,,,45,1807
2254,19,Jof Pea,,,45,1809
2255,19,Sugar Daddy Pea,,,45,1810
2256,19,Progress No. 9 Pea,,,45,1811
2257,19,Cascadia Pea,,,45,1812
2258,19,Maxigolt Pea,,,45,1813
2259,19,Carouby de Maussane,,,45,1814
2260,19,Terrain Pea,,,45,1815
2261,19,Little Marvel Pea,,,45,1816
2262,19,Dwarf Gray Sugar Pea,,,45,1817
2263,19,Sugar Ann Pea,,,45,1818
2264,19,Victoria Pea,,,45,1819
2265,19,Resealable Pea,,,45,1820
2266,19,Peas-in-a-Pot,,,45,1821
2267,9,Cape Fear,,,48,1822
2268,9,Pawnee,,,48,1823
2269,9,Desirable,,,48,1824
2270,9,Choctaw,,,48,1825
2271,9,Elliott,,,48,1826
2272,9,Stuart,,,48,1827
2273,9,Caddo,,,48,1828
2274,9,Kiowa,,,48,1829
2275,9,Sumner,,,48,1830
2276,9,Cheyenne,,,48,1831
2277,9,Sioux,,,48,1832
2278,9,Kanza,,,48,1833
2279,9,Mohawk,,,48,1834
2280,9,Chickasaw,,,48,1835
2281,9,Western Schley,,,48,1836
2282,9,Forkert,,,48,1837
2283,9,Oconee,,,48,1838
2284,9,Gloria Grande,,,48,1839
2285,9,"	
Shoshoni",,,48,1840
2286,9,Maramec,,,48,1841
2287,9,Candy,,,48,1842
2288,9,Mahan,,,48,1843
2289,9,Creek,,,48,1844
2290,9,Schley,,,48,1845
2291,9,Evers,,,48,1846
2292,9,Candy Pecans,,,48,1847
2293,9,Melrose,,,48,1848
2294,9,Excel,,,48,1849
2295,9,Crockett,,,48,1850
2296,9,Mandan,,,48,1850
2301,9,Zinner,,,48,1852
2302,9,Giles,,,48,1853
2303,9,Hirschi,,,48,1854
2304,9,Cape Fear Improved,,,48,1855
2305,12,Black Beauty,,,51,1856
2306,12,Ichiban,,,51,1857
2307,12,Graffiti Eggplant,,,51,1858
2308,12,Rosa Bianca,,,51,1859
2309,12,Thai Eggplant,,,51,1860
2310,12,Ping Tung Long,,,51,1861
2311,12,White Eggplant,,,51,1862
2312,12,Little Fingers,,,51,1863
2313,12,Nubia,,,51,1864
2314,12,Green Eggplant,,,51,1865
2315,12,Japanese White Egg Eggplant,,,51,1866
2316,12,Listada de Gandia,,,51,1867
2317,12,Indian Eggplant (Brinjal),,,51,1868
2318,12,Violet Knight,,,51,1869
2319,12,Kermit Eggplant,,,51,1870
2320,12,Turkish Orange,,,51,1871
2321,12,Barbarella,,,51,1872
2322,12,Purple Blush,,,51,1873
2323,12,Pandora Striped Rose,,,51,1874
2324,12,Rotonda Bianca Sfumata di Rosa,,,51,1875
2325,12,Violetta Lunga,,,51,1876
2326,12,Casper,,,51,1877
2327,12,Thai Lavender Frog Eggplant,,,51,1878
2328,12,Aswad,,,51,1879
2329,12,Tango,,,51,1880
2330,7,Black Beauty,,,52,1881
2331,7,Cocozelle,,,52,1882
2332,7,Golden Zucchini,,,52,1883
2333,7,Costata Romanesco,,,52,1884
2334,7,Ronde de Nice,,,52,1885
2335,7,Magda,,,52,1886
2336,7,Pattypan,,,52,1887
2337,7,Tromboncino,,,52,1888
2338,7,Zephyr,,,52,1889
2339,7,Bianco di Trieste,,,52,1890
2340,7,Yellow Crookneck,,,52,1891
2341,7,Caserta,,,52,1892
2342,7,Fordhook,,,52,1893
2343,7,Gadzukes,,,52,1894
2344,7,Raven,,,52,1895
2345,7,Eight Ball,,,52,1896
2346,7,Clarimore,,,52,1897
2347,7,Lebanese White Bush,,,52,1898
2348,7,Floridor,,,52,1899
2349,7,Golden Glory,,,52,1900
2350,7,Sundrop,,,52,1901
2351,7,Spineless Perfection,,,52,1902
2352,7,Hybrid Midnight,,,52,1903
2353,7,Nimba,,,52,1904
2354,7,Parador,,,52,1905
2355,7,Partenon,,,52,1906
2356,24,California Wonder,,,53,1907
2357,24,Bell Boy,,,53,1908
2358,24,Purple Beauty,,,53,1909
2360,24,Golden California Wonder,,,53,1910
2361,24,Red Knight,,,53,1911
2362,24,Sweet Chocolate,,,53,1912
2363,24,Orange Sun,,,53,1913
2364,24,King Arthur,,,53,1914
2365,24,Corno di Toro,,,53,1915
2366,24,Keystone Resistant Giant,,,53,1916
2367,24,Big Bertha,,,53,1917
2368,24,Early Sunsation,,,53,1918
2369,24,Canary Bell,,,53,1919
2370,24,Valencia,,,53,1920
2371,24,Gourmet,,,53,1921
2372,24,Lady Bell,,,53,1922
2373,24,Islander,,,53,1923
2374,24,Orange Blaze,,,53,1924
2375,24,Merlot,,,53,1925
2376,24,Redstart,,,53,1926
2377,24,Yolo Wonder,,,53,1927
2378,24,Sweet Banana,,,53,1928
2379,24,Blushing Beauty,,,53,1929
2380,24,Mozart,,,53,1930
2381,24,Biscayne,,,53,1931
2382,24,Bellamira,,,53,1932
2383,24,Lava Red,,,53,1933
2384,24,Candy Apple,,,53,1934
2385,24,Giant Aconcagua,,,53,1935
2386,24,Marconi Red,,,53,1936
2387,24,Jupiter,,,53,1937
2388,24,Vidi,,,53,1938
2400,7,Clemson Spineless,,,54,1939
2401,7,Red Burgundy,,,54,1940
2402,7,Jing Orange,,,54,1941
2403,7,Emerald,,,54,1942
2404,7,Star of David,,,54,1943
2405,7,Perkins Long Pod,,,54,1944
2406,7,Louisiana Green Velvet,,,54,1945
2407,7,Cow Horn,,,54,1946
2408,7,Silver Queen,,,54,1947
2409,7,Annie Oakley II,,,54,1948
2410,7,Hill Country Red,,,54,1949
2411,7,Bowling Red,,,54,1950
2412,7,Lee,,,54,1951
2413,7,Stewarts Zeebest,,,54,1952
2414,7,Heavy Hitter,,,54,1953
2415,7,African Xylopod,,,54,1954
2416,7,Alabama Red,,,54,1955
2417,7,Eagle Pass,,,54,1956
2418,7,Fife Creek Cowhorn,,,54,1957
2419,7,Burmese,,,54,1958
2420,7,Cajun Delight,,,54,1959
2421,7,Chant,,,54,1960
2422,7,Becks Big Buck,,,54,1961
2423,7,Green Velvet,,,54,1962
2424,7,Texas Hill Country,,,54,1963
2425,25,Connecticut Field,,,56,1964
2427,25,Jack O Lantern,,,56,1965
2428,25,Sugar Pie,,,56,1966
2429,25,Big Max,,,56,1967
2430,25,Atlantic Giant,,,56,1968
2431,25,Howden,,,56,1969
2432,25,Cinderella (Rouge Vif d Etampes),,,56,1970
2433,25,Jarrahdale,,,56,1971
2434,25,Fairytale,,,56,1972
2435,25,Lumina,,,56,1973
2436,25,Baby Boo,,,56,1974
2437,25,Hokkaido Red Kuri,,,56,1975
2438,25,Kabocha,,,56,1976
2439,25,Blue Hubbard,,,56,1977
2440,25,Marina di Chioggia,,,56,1978
2441,25,Musquee de Provence,,,56,1979
2442,25,White Ghost,,,56,1980
2443,25,Wee Be Little,,,56,1981
2444,25,Casper,,,56,1982
2445,25,Pepitas,,,56,1983
2446,25,Flat White Boer Ford,,,56,1983
2447,25,Winter Luxury,,,56,1985
2448,25,Long Island Cheese,,,56,1986
2449,25,Orange Smoothie,,,56,1987
2450,25,Small Sugar,,,56,1988
2451,25,Jack Be Little,,,56,1989
2452,25,Speckled Hound,,,56,1990
2453,25,New England Pie,,,56,1991
2454,25,Knucklehead,,,56,1992
2455,25,Galeux d Eysines,,,56,1993
2456,25,Porcelain Doll,,,56,1994
2457,25,Big Moon,,,56,1995
2458,25,Munchkin,,,56,1996
2459,25,Amish Pie,,,56,1997
2460,7,Catskill,,,58,1998
2461,7,Long Island Improved,,,58,1999
2462,7,Jade Cross,,,58,2000
2463,7,Diablo,,,58,2001
2464,7,Oliver,,,58,2002
2465,7,Dagan,,,58,2003
2466,7,Red Ball,,,58,2004
2467,7,Rubine,,,58,2005
2468,7,Gustus,,,58,2006
2469,7,Hestia,,,58,2007
2470,7,Maximus,,,58,2008
2471,7,Churchill,,,58,2009
2472,7,Falstaff,,,58,2010
2473,7,Content,,,58,2011
2474,7,Bubbles,,,58,2012
2475,7,Roodnerf,,,58,2013
2476,7,Igor,,,58,2014
2477,7,Nelson,,,58,2015
2478,7,Tasty Nuggets,,,58,2016
2479,7,Martinus,,,58,2017
2480,7,Green Globe,,,59,2018
